,meta-date,meta-href,meta-text,meta-author,meta-lang,meta-sentiment
108,1866-03-18,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000071&view=l,"

                |  18 March, 1866. 5 Lansell’s Place,Margate
My dear child. From the address you will see that I
                            have been banished, by my medical adviser, to this seaside
                            place,
                    which, at this time of the year, is quite solitary. Margate lives only upon the
                    Londoners, who regularly inundate it at the bathing season. During the other
                    months it vegetates only. For my own part right glad I am to have got rid of all
                    company, even that of my books. I have taken a private lodging which fronts the
                    sea. In an inn or Hotel one might 
                        
                        have been
                     exposed to the danger of falling in with a stray traveller, or being
                    pestered by local politics, vestry interests, and neighbourly gossip. ​As it is, “I care for nobody, and nobody cares for me”. But the air is wonderfully pure and reinvigorating, and you
                    have here at the same time sea air and mountain air. I have become myself a sort
                    of walking stick, running up and down the whole day, and keeping my mind in that
                    state of nothingness which  Buddhaism considers the
                    climax of human bliss. Of course, you have not forgotten the pretty little
                            diction: “When the
                            devil was sick, the devil a monk would be; when the devil was well, the
                            devil a monk was he.”
​Withdrawing a little from
                    the seaside, and roaming over the adjacent agricultural districts, you are
                    painfully reminded of “civilisation”, because from all sides you are startled by
                    large boards, 
                |  with governmental proclamations on them, headed: Cattle Disease. The ruling English oligarchs were never
                    suspected to care one farthing for “der Menschheit
                            ganzes Weh”,
                    but as to cows and oxen, they feel deeply. At the
                            opening of Parliament, the horned cattle gentlemen of both houses,
                            commoners and lords, made a wild rush at government. All their talk
                            sounded like a herd of cows’ lowing, translated into
                            English. And they were not like
                        honest king Wiswamitra,
                        “der kämpfte und büsste für die Kuh Sabalah”. On the contrary. They seized the opportunity to “battre monnaie” out of
                    the cows’ 
                        
                        ailings
                    , at the expence of the people. By the by, the East sends us always nice
                    things—Religion, Etiquette, and the Plague in all forms.​
I am very glad to hear of 
                                
                                Waaratjes'
                             winding up adventure. Verily, verily, I tell thee,
                    my sweet little cousin, I always felt deep sympathy for the man, and always
                    hoped that one day or other he should fix his melting heart in the right
                    direction, and not persevere performing 
                        
                        the nasty
                     part in the children’s tale: “The Beast and
                            the Beauty”.  I’m sure he will make a good husband. Is his inamorata a
                    “Bommelerin” or an importation?
A few days before leaving London, I made the acquaintance of Mr. Orsini, a very
                    fine fellow, the brother of the Orsini who was sent to the
                            grave. for sending Bonaparte to Italy. He has now left
                    England for the U. States, in commercial matters, but during the few days of our
                    acquaintance, he did me good service. Although 
                |  an intimate friend of
                        Mazzini’s, he is far from
                    sharing the antiquated antisocialist and theocratical views of Mazzini. ​Now,
                        during my forced and prolonged absence from the
                            Council of the International
                                Association,
                    Mazzini had been busy in
                    stirring a sort of revolt against my leadership. “Leadeship” is never a pleasant
                    thing, nor a thing I ambition. I have always before my mind your father’s
                    saying in regard to Thorbeck that “der
                    Eselstreiber den Eseln immer verhaßt ist”. But having once fairly embarked in an
                    enterprise which I consider of import, I certainly, “anxious” man as I am, do
                    not like to give way. Mazzini, a most decided hater of freethinking and socialism, watched
                    the progress of our society with great jealousy. His
                            first attempt of making a tool of it and fastening upon it a programme
                            and declaration of principles of his hatching, I had
                            baffled. His influence, before that time very great
                    with the London working class, had sunk to zero. He waxed wroth, when he saw
                    that we had founded the English Reform Ligue
                    and a weekly paper, the “Commonwealth”,
                    to which the most advanced men of London contribute, and of which I shall send
                    you a copy after my return to London. His anger increased, when the editors of the “Rive Gauche”
                            (the journal of la jeune France, directed by Rogeard, author of the
                            “propos de Labienus”, Longuet etc.) 
                |  joined us, and when he became aware of the spread of our society on the
                    Continent. He improved my absence, to
                            intrigue
                    with some English workingmen, raise their jealousies against “German” influence,
                    and even sent his bully, a certain Major
                            Wolf
                    (a German by birth) to  the Council there
                    to lodge his complaints and more or less directly to
                            denounce me. He wanted to be acknowledged as “the leader (I suppose par
                            la grace de dieu) of the continental democratical movement”. In so
                            doing, he acted so far quite sincerely, as he utterly abhors my
                            principles which, in his eyes, embody the most damnable “materialism”.
                            This whole scene was enacted behind my back, and after they had made
                            sure that my malady would not allow me
                            to be
                                present​. The English wavered, but, although still
                            very weak, I rushed to the following séance , Mr. Orsini accompanying me.
                    On my interpellation, he declared them that Mazzini had lost his
                            influence even in Italy and was, from his antecedents and prejudices,
                            quite disabled from understanding the new movement. All the Foreign secretaries declared for me, and, if you, our Dutch secretary, had been present, I hope
                    you would have also cast your vote for your humble servant and admirer. As it
                    was, I carried a complete victory over this redoubtable adversary. I think that Mazzini has now had enough of me
                    and will make bonne mine à mauvais jeu.—I hope to  receive a few 
                |  lines from you. Don’t forget that I am quite an
                    insulated hermite.
                Your most sincere friendBloch. /
            
        ",Karl Marx,en,"('pos', 0.132)"
109,1866-10-01,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000178&view=l,"

                |  Octbr. 1, 66.
Dear Engels!
I enclose you a
                                                  Prospectus of the Mitteldeutsche Volkszeitung. Originally
                                        this paper was founded 5 years ago by “honest democrats”
                                        (Confusionarii) became soon quite “Gothaic”,
                                        attacked us, and was attacked in return, had to be sold
                                        because we had robbed it of almost all its Abonnenten, was
                                        offered to me, bought by me (!!) and a friend as rich as I
                                        for a trifle, and handed over to a committee, out of which
                                        sprang the Share-company, that published the enclosed
                                        prospectus. For one month I edited
                                                  the paper with some success, until it was
                                                  suppressed by the Prussians four weeks
                                                  ago; and now we are waiting
                                        for the conclusion of peace, when it shall reappear
                                        again.
The “Mitteldeutsche” will be an organ of the International W. Ass. and expects articles from you and Williams; and besides articles it
                                        expects some more substantial assistance
                                                in the form of shares and Abonnements. Please,
                                        do what you can,—the more shares and subscriptions our party
                                        takes, 
                |  the greater is my (and our) influence in the
                                        direction of the paper.
As to the Abonnements I need hardly tell you, that they have to
                                        be taken in England at the Post-office.
Please to send the prospectus filled up
                                        to me; Advokat
                                                  Freytag, mentioned in
                                        it, is overworked now, and has several cases of Cholera in
                                        his house.​
I am at present in Berlin (since
                                                  3 days) and shall stop till the 4th inst. Amongst the working classes there is
                                        good democratic feeling, but the bourgeoisie is thoroughly corrupted. Jacoby owned that to me
                                        yesterday, and I think he will quite
                                        come round to us. Groote too, who is the best of the
                                        whole lot , though a little narrow in his ideas; but full of
                                        energy and—gall.
Your 5 £. note I had to use after
                                        all, and could have used several more if I had had them.
                                        From the moment I had to unfurl our banner here I was 
                | 
                                        systematically deprived of all sources of existence; then
                                        came the war crisis, and last not least the
                                        suppression of the paper, which blow took every farthing from me; the shares not being
                                        taken yet, and nobody having money enough to advance me my
                                        salary. From this you see that if you send some money you
                                        will oblige not only our “party” but also my own poor self,
                                        at least to some extent. (Here I am as the guest of a
                                                  manufacturer, who took me
                                        over from Leipzig and will also pay the journey back. His
                                        name is Schütte, 97
                                        Ritterstr.) The money invested in shares is not lost; we have already 1500 subscribers, the number
                                        was fast increasing when the paper was suppressed, and the
                                        suppression has made us only the more popular. The “Caution”
                                        of 2000 reichstaler
is paid. In fact the Mitteldeutsche is not
                                        a sham but a reality, and as all the
                                        noteworthy democrats of Germany have promised their
                                        assistance I hope it will become worthy of the principles I
                                        shall try to advocate in it.
I am in a hurry. So excuse me.
                                Your J. Miller, 10 Bayrische StrasseLeipzig.      Verte!
                                        
                                
                                
                                        
                | 
                                                Won't you write anything
                                                  about the war?——When
                                                will the second Edition of your “Lage” appear?—
                                                Could you not send me your photograph?—
                                        Once more yourJ. Miller10 Bayrische
                                                StrasseLeipzig.
",Friedrich Engels,en,"('pos', 0.107)"
110,1866-06-05,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000119&view=l,"

                |  Tuesday, June
                                                5th.
Dear
                                                Williams
I did not want to send Stumpf's
                                                  letter,
                                                before having received
                                                        your answer,
                                        but I cannot wait any longer.
S. was here for nearly a week, on a
                                                  wild goose chase after
                                                  1000 reichstaler, no
                                                  farthing of which he will recover.—What he writes about the Congr.
                                                  of the I. A.
                                        I can only approve of, and I should have given the same
                                        advice before, if I had had an idea how to get the money to
                                        go there.
Send the cards I asked for.
                                        Last Saturday I was at Chemnitz, and spoke before at
                                                  least 2000 working people about short time etc.
                                                  organization of the working class movement, and
                                                  the I. A. If I had
                                                  had cards, I could have made a dozen of good members! and thousand
                                                  indifferent ones!
                                        However nothing is lost; I shall return there.
The paper affair is
                                                  progressing. I must soon
                                        know, whether I can expect an article now and then (however
                                        short) from you and Engels,
                                        and whether Eccarius
                                        is willing to take the London correspondence
once a week (for the beginning) for
                                        five shillings (for the beginning).​
Next Saturday I start on another tour;
                                        could you not let me have the cards till then?
All well here.
Our love to all.yourJ. Miller. 
                        
                ",Wilhelm Liebknecht,en,"('pos', 0.081)"
111,1866-07-25,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000144&view=l,"

                |  Manchester 25 Juli
                                                66.
Lieber Mohr
​Ich denke Du hast die
                                        Noten jetzt richtig erhalten, ich muß in der Zerstreutheit
                                                den Zettel statt ihrer
                                                  eingelegt haben auf dem ich mir die Nos notirt hatte. Die Noten selbst
                                        hatte ich unter den Deckel meiner Schreibmappe geschoben wo
                                        ich sie auch fand, nachdem ich mich von der ersten
                                        Überraschung Deines Telegramms erholt hatte. Hoffentlich
                                        waren sie noch rechtzeitig.​
Die Geschichte in Deutschld scheint mir
                                        jetzt ziemlich einfach. Von dem Augenblick an wo Bismark den
                                                 kleindeutschen Bourgeoisplan mit der pr.
                                        Armee & so kolossalem Succeß durchführte, hat die
                                        Entwicklung in Deutschl. diese Richtung so entschieden
                                        genommen daß wir ebensogut wie Andre das fait accompli
                                        anerkennen müssen, we may like it or not. Was die nationale Seite der Sache
                                        angeht, so wird B. jedenfalls das kleindeutsche Kaiserthum
                                        in dem von den Bourgeois beabsichtigten Umfang, d.h. incl.
                                        Südwestdeutschld, herstellen, denn die Redensarten von der
                                        Mainlinie & von der optional South German separate
                                        confederacy sind jedenfalls nur für die Franzosen berechnet
                                        & inzwischen marschiren die Preußen auf Stuttgart. Die
                                        deutschöstr. Provinzen werden diesem Reich übrigens in nicht
                                        gar langer Zeit auch zufallen sintemal Östr. jetzt ungarisch
                                        werden muß & die Deutschen die 3te Nation im Reich werden – noch unter den
                                        Slaven.
Politice wird B.
                                         genöthigt sein sich
                                        auf die Bourgeoisie zu stützen die er gegen die
                                        Reichsfürsten braucht. Vielleicht nicht in diesem
                                        Augenblick, da jetzt noch das prestige & die Armee
                                        hinreichen. Aber schon um sich vom Parlament die nöthigen
                                        Bedingnisse für die Centralgewalt zu sichern muß er den
                                        Bürgern etwas geben, & der natürliche Verlauf der Sache
                                        wird ihn oder seine Nachfolger immer zwingen wieder an 
                | 
                                        die Bürger zu appelliren; sodaß wenn B. auch möglicher Weise
                                        jetzt den Bürgern nicht mehr gibt als er eben muß, er doch in das Bürgerliche
                                        mehr & mehr hinein getrieben wird.
Die Sache hat das Gute daß sie die
                                        Situation vereinfacht, eine Revolution dadurch erleichtert
                                        daß sie die Krawalle der kleinen Hauptstädte beseitigt,
                                        & die Entwicklung jedenfalls beschleunigt. Am Ende ist
                                        doch ein deutsches Parlament ein ganz andres Ding als eine
                                        preußische Kammer. Die ganze Kleinstaaterei wird in die
                                        Bewegung hineingerissen, die schlimmsten lokalisirenden
                                        Einflüsse hören auf, & die Parteien werden endlich
                                        wirklich nationale statt bloß lokale.
Der Hauptnachtheil ist die
                                        unvermeidliche Überfluthung Deutschlds durch das
                                        Preußenthum, & das ist ein sehr großer. Dann die
                                        momentane Abtrennung Deutsch-Oestreichs, die ein sofortiges
                                        Vorschreiten des Slavischen in Böhmen, Mähren, Kärnthen zur
                                        Folge haben wird. Gegen Beides ist leider Nichts zu
                                        machen.
​Wir können also meiner
                                        Ansicht nach gar nichts andres thun als das Factum einfach
                                        acceptiren ohne es zu billigen, & die sich jetzt
                                        jedenfalls 
                                                
                                                darbieten
                                         müssenden größeren Facilitäten zur nationalen Organisation &
                                        Vereinigung des dtschen Proletariats benutzen so weit wir
                                                können.​
Daß brother
                                                  Liebknecht sich in 
                                                  
                                                  eine fanatische
                                                   Oestreicherei hineinreiten würde,
                                                  brauchte mir Stumpf
                                                  nicht zu schreiben,
                                        das konnte gar nicht anders sein. Er hatte übrigens in der  Neuen Frkf. Ztg
                                                  ganz unverkennbare Wuthcorrespondenzen aus
                                                  Leipzig. Diese
                                        fürschtenmörderische Blindsche
                                        N. Fr. Ztg war so weit gekommen
                                                  daß 
                |  sie den Preußen ihre schändliche
                                                  Behandlung des „ehrwürdigen Kurfürsten v.
                                                  Hessen“ vorwarf, & für den armen blinden Welfen
                                        schwärmte!
Im Guardian
                                                  Nichts mehr geschrieben.
                                
                                        Dein F. E.
                                        Beste Grüße an die ladies. 
",Friedrich Engels,de,"('neu', 0.9721836447715759)"
112,1866-08-21,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000158&view=l,"

                | 
                        Cincinnati 21 Aug
                        66.
Lieber Freund
Es ist meine traurige Pflicht, Sie von dem am letzten Sonnabend Nachmittag um
                    3½ Uhr erfolgten Tode unseres alten Freundes L. W. Groneweg, in Kenntnis zu setzen.
Am Sonntag vor 8 Tagen fühlte sich der Verstorbene unwohl & ging nach Hause,
                    wo er sich indeß bald wieder erholte. Am Freitag ging er wieder in sein Geschäft
                    & war am Freitag Abend recht munter. Samstag morgen um 5. Uhr wurde er von
                    der grassirenden Seuche ergriffen & Nachmittags fiel er derselben zum
                    Opfer.
Entschuldigen Sie, daß ich Ihnen nicht früher geschrieben & Ihnen die
                    Traurige Mittheilung gemacht habe.
Ich hoffe u wünsche, daß Sie mit all den Ihrigen sich noch wohl befinden &
                    verbleibeIhrTheobald 
            
        ",Friedrich Engels,de,"('neu', 0.9828541278839111)"
113,1866-03-20,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000072&view=l,"

                |  Modena Villas.March 20th/66.
My dear
                        Challey,
It just strikes me that you have had a few lines from
                    each member of this “happy family” excepting only myself. Now, that you may not
                    think me altogether a bad lot, I send this scrap, as a P.S. to Möhme’s letter, just to say that I hope you are by this time perfectly well, & that
                        if you give us no opportunity (on Thursday) of
                            judging with our own eyes of your improvement I shall think you the most
                            “pathetical breakpromise”.
My dear Challey, if the weather plays you the tricks
                    abroad that it plays us at home how frightfully cold you must at this moment be,
                    & how often you must already have cursed the spirit of adventure, or rather
                    the demon of carbuncles, that drove you forth! Not but that I dare say you:
                    fully appreciate such pieces of romance as that of the
                            deaf-blind man which homekeeping would have deprived you of.
We have received a letter from
                                Kaub.
                    I dare say that all you think of him is right enough & that he is as honest
                    & goodnatured as you pretend, but for his wits—oh, lord, Sir!
You will believe that all
                            here, at present, is uproar & confusion. What with preparations for
                            the wellbeing of the “inner men” of our expected guests &
                            speculations as to how best bring together a certain daughter of one
                            celebrated man with a certain nephew of another celebrated man & how
                            best 
                |  to keep asunder the last said individual & the Lady of
                            the Golden Locks & a hundred other considerations we are working
                            ourselves up into an odd kind of excitement.
Goodbye dear Challey, I have scribbled on because I know
                    you have nothing better just now to do than to kill time & this scrawl will
                    annihilate 5 minutes for you. They will die slowly enough I have no doubt
                    but they will die & that is a comfort.
This paper please give to the sharks or porpoises with
                    my respects. They know me of old.
                Your affectionate Krou
                    Kleerou.
                
                    Excuse this frightful untidiness. Helen hurries me so to post this. 
",Karl Marx,en,"('pos', 0.195)"
114,1866-07-13,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000140&view=l,"

                |  Barmen 13. Juli 1866.
Lieber Friedrich!
Deine beiden Briefe vom 6 & 19. Juni habe ich erhalten & mir bemerkt, daß
                    wir nun über unsere Buchungen in Ordnung gehen.
Die Contractgeschichte zwischen uns & Funke
                    wird jetzt in den Händen des dortigen Advokaten sein & dann wohl nun rasch
                    erledigt werden.​ Seit dem Krieg ist's auch in unserm Geschäft sehr still geworden,
                    obschon hin & wieder doch auch Einiges bestellt wird, weil kein Mensch den
                    geringsten Vorrath hat. – Wir arbeiten 3 Tage. – An P. Hüttemann in Düsseldorf haben wir am
                    21. Juni reichstaler 60.–.– für den dortigen Albert-Club
                    bezahlt laut einl. Quittung & Dich dafür belastet. – Justus Poscher hat uns seine Tratte von Th
                    14.1.– 3 Tage Sicht avisirt, bei Vorkommen werden wir sie einlösen zu Deinen
                    Lasten.
Was sagst Du aber jetzt von der Kriegführung, der Courage & den
                    Zündnadelgewehren der Preußen? & das Alles gegen einen Benedeck; denn so, wie bei Sadowa ist Oesterreich doch seit
                    außerordentlich langer Zeit nicht geschlagen worden, obschon sie sich den Platz
                    
                |  für die Schlacht lange vorher gut ausgesucht hatten. Es war ein Vergnügen
                        über diese Schlacht den Bericht des Times-Correspondenten zu
                            lesen.
Jetzt wird's nun nächster Tage bei Erfurt & Hanau losgehen & obschon es
                    ein Jammer ist, daß die Süddeutschen, noch nicht klug werden wollen & so
                    viel Blutvergießen veranlassen, hoffe ich von Herzen, daß die Preußen rasch
                    siegen & die Beschießung Erfurts nicht nöthig sein wird. –Schreibe mir mal,
                    was man dort jetzt von den Preußen sagt & sei von Allen hier herzlich
                    gegrüßt, ebenso von Deinem
                
                    Hermann.
                
                
                    Mit dem Capitaine d'Armes werden hat's jetzt gute Wege; die Zeiten sind
                        vorüber; aber der Bräutigam
                        von Marie Blank ist mit
                        fort & ist deshalb doch einige Unruhe in der Familie; morgen soll er mit
                        an den Main ausrücken; hoffentlich wird er in Folge einer von 3 Seiten
                        befürworteten Reclamation noch vor der Action hier. 

                |  Der Bräutigam von Marie
                        Blank, Rob. Barthels hat
                    soeben telegraphirt, daß er entlassen sei & morgen wieder hier eintreffen
                    würde. Darüber großer Jubel im Hause!
",Friedrich Engels,de,"('neu', 0.9765990376472473)"
115,1866-03-10,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000061&view=l,"

                |  10 March. 1866.
Dear
                                                Fred,
Hast Du meine Zeilen v. letztem
                                                  Dienstag erhalten?
                                        Ich muß das wissen, um sicher zu sein, ob mit meinen Briefen
                                        interferirt wird. Adresse war nach
                                                  Mrs. Burns.
Wenn ich überhaupt an die See soll, so muß es jetzt geschehn, da
                                        ich keine Zeit zu verlieren habe. Ich sagte Dir in meinem letzten
                                                  Brief,
                                        daß ich in dem Fall nach Margate zu
                                        gehn wünsche u. dann müßte das hierzu Nöthige jetzt
                                        geschehn. Ich fragte Dich auch in dem Brieflein, was
                                                Gumpert unter der „Kur“ versteht? Ob
                                        Fortnehmen von Arsenik etc oder was?
In dem „International
                                                  Council“ u. der
                                                  „Zeitungsdirection“
                                        geht alles kunterbunt durch
                                                  einander, u. es zeigt sich grosse Lust gegen den
                                                  abwesenden „Tyrannen“ zu revoltiren, aber auch
                                                  zugleich die ganze Boutique in den Dreck zu
                                                  fahren.
                                        Meine Wunde (vom letzten Karbunkel)
                                        ist so weit zugeheilt (u. bisher nichts neues nachgekommen),
                                        daß ich 
                                        nächsten Montag u. Dienstag unter
                                                  die Leute gehn könnte,
                                        aber  andrerseits kann ich
                                                noch kaum diese späten Sitzungen in einem Winkel von
                                                  Fleetstreet
                                        
                                                
                                         ertragen, u., was noch
                                        schlimmer, ich bin noch so nervös gereizt, daß ich
                                        schwerlich die Stürme innerhalb „der Grenzen der reinen
                                                  Vernunft“
                                        halten könnte, vielmehr zu heftig losplatzen würde, was
                                        nicht zweckgemäß.
Wann endlich kommt Polenartikel
                                                  I?
                                Dein K. M. 
                        
                ",Friedrich Engels,de,"('neg', 0.971233606338501)"
116,1866-04-21,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000096&view=l,"

                | 
                        65,
                                    Fenchurch Street, E.C. London, 21 April
                        1866.
Lieber Marx,
Ich wollte Ihnen die Mittheilung persönlich machen, die ich nun abschicke.
Seit 4ten d. M. bin ich Vater eines mit großer
                    Schwierigkeit – zwei der ersten accoucheurs und Zangen – zur Welt gebrachten
                        Jungen.
                    Er war zu breitschultrig und dickköpfig. Der Mutter
                    Zustand bessert sich langsam aber deutlich; der Kleine ist kreuzfidel!
Die herzlichsten Grüße von uns Beiden an Ihre Lieben. Lassen Sie sich doch mal
                    sehen.
                Freundlichst grüßendBorkheim 
            
        ",Sigismund Ludwig Borkheim,de,"('neu', 0.9950227737426758)"
117,1866-06-30,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000130&view=l,"

                |  Mainz 30 Juni
                                                66.
Lieber Freund!
Wie würdest Du Dich jetzt hier
                                                ... Stelle
                                        verhalten gegenüber unseren
                                        ... Agitationen?
Trias, Oestreich, Bund, ...
                                        Bismark
                                        Preussen, Fortsch...
                                        Nationalverein
                                        mit oder ohne ...
                                        Volksvereine die die Arbeiterfac... Lassall'sche Arbeiter
                                                  Verein
                                        ... von Hatzfeld'schem Gelde; ... Arbeiter Vereins Ausschuß
                                                ... verbündet!
Kriegerunterstützungsvereine
                                        ... Abgeordnete &
                                        Wohldenkende die auf ...
                                        & Ministerstellen speculiren, von deren democratie man
                                        nichts weiß!
Blinder Preußen Haß hier & Umgegend
                                        Zaghaftes preußisches Volk!
Was soll ich gegenüber diesem machen? Niemand riskirt etwas; ich
                                        muß mir Gesinnungsgenossen mit der Laterne suchen!
Meine Meinung die ich demnächst zur
                                        Geltung bringen will ist die:
Preussen's Volk ist der Ausdruck der emporgekommenen
                                        Bourgeoisie.
Die Mittelstaaten & Oestreich bieten nur noch auf Kosten
                                        ihrer industriellen Entwicklung das patriarchalische
                                        Mittelalter 
                | 
                                        ... dem genügsamen Volke
                                        letzteres ...
                                        entsprechender als Ersteres!
…das Gefühl des preuß.
                                        Proletariats … ist unserem
                                                Klein Staatenvolke & dem
                                                ...
                                        oestreichischen vielleicht
                                        auch abschreckend in die
                                        Knochen gefahren?
...
                                        Bismark
                                        meine ich ferner, befolgt ...
                                        Lassall'sche
                                        Politik; er will dem …
                                        preuß. Regentenhause noch
                                        eine Galgenfrist gewähren
                                        auf Kosten …
                                        der Bourgeoi Regierung und
                                                …dies vielleicht
                                        durch durch …ltslose
                                        politische Freiheitsconcessionen? 
Freund
                                                Liebknecht in Leipzig
                                        ist für Oestreich &
                                        Bund gegen Preußen ich auch; viele andere ebenso.
                                        Entschiedene Freunde hoffen durch Bismarks
                                        Einheit auf die Freiheit, durch das preußische
                                        Parlament.
Was meinst Du? Engels? Letzterer hat sagte
                                        & schrieb man s. Z. hier auch in Preussens Armee
                                        die Befreiung Deutschlands gehofft? Wo kann ich darüber
                                        lesen?
​Antworte
                                        mir recht bald! Pressirt Dir der
                                                  Congress nicht?
Bitte um recht schnelle Antwort denn ich
                                        mögte in der jetzigen Krise eine Volksversammlung ...
                                        Arbeiter Noth zur
                                                Auf-…tet!​
...
                                        guten Rath!
                                Dein P. St. 
                        ",Karl Marx,de,"('neu', 0.9827063083648682)"
118,1866-11-15,https://megadigital.bbaw.de/briefe/detail.xql?id=M0000195&view=l,"

                |  Genf den 15 Nvbr
                                                1866
Lieber Marx!
Was sagst Du zum Kongreß?
                                        Ich sah ihm mit nicht wenig zagem Herzen entgegen & weiß
                                        auch wohl allein am Besten, welche Bemühungen es gekostet
                                        hat um nicht kolossale Dummheiten zum Vorschein kommen zu
                                        lassen. Jetzt kann man sagen, es
                                                  ging Alles über erwarten gut & und wir haben
                                                  die Parthie gewonnen.
Mit unserem
                                                  deutschen Kongreßsekretar (Moll) waren wir aus
                                                  totaler Unfähigkeit zu solchem Posten schlecht
                                                  gefahren
                                        & werdet Ihr daher wenig oder nichts im Protokoll über
                                        die Wirksamkeit der deutschen & deutsch-schweizerischen
                                        Delegation finden. Meine
                                                  Kongreßbeschreibung im „Vorboten“
                                        kann Euch jedoch bei Eurer
                                                  Berichtsabfassung zu Hülfe kommen. Du siehst daß ich
                                        dort vermied einiger eklen Geschichtchen zu erwähnen.
Schwitzguebel, Präsident der Sektion
                                        Sonvillier, sandte mir gestern die 
                |  Uebersetzung von
                                        7 Fragen der deutschen
                                                  Denkschrift, die er s.Z.
                                        gemacht & sie nun dem Generalrath fur den offiziellen
                                        Bericht zur Disposition schickt. Ob die Uebersetzung richtig
                                        & von vollig brauchbarer Redaktion, weiß ich nicht, da ich um die gebotene
                                                  Gelegenheit zu dieser Sendung zu benützen, keine
                                                  Zeit mehr zum Lesen hatte.
                                        Die noch übrigen 4 Fragen kann S.
                                                  jetzt nicht übersetzen, weil er eben in Bern in
                                                  Garnison ist. Wenn es noch 14 Tage Zeit hat, so
                                                  werde ich sie sonst übersetzen lassen.
Die Kongreßkosten haben die
                                        Kasse unserer kleinen Sektion stark mitgenommen, werde aber
                                        Sorge tragen, daß Euch unser Beitrag zur Generalkasse
                                        nächsten Monat zu geht.
Der „Vorbote“ steht fest &
                                        ist seine Existenz durch Abonnements hinreichend
                                        gesichert.
In Deutschland hat der lausige Krieg uns einen
                                        verdammten Strich durch die 
                |  Rechnung gemacht.
                                        Jetzt will zwar dort wieder einiges Leben fur uns erwachen
                                        & kann ich im nachsten Vorbote
                                                  die Bildung neuer Sektionen anzeigen. Doch stehen diese Resultate lange
                                        nicht im Verhaltniß zu der Mühe, die ich mir dafur gebe
                                        & zu den Zeit- & Geldopfern die wir dafür gebracht.
                                        Nun es wird die Aussaat nicht verloren gehen.
​Liebknecht der tappiger Weise in die
                                                  Amnestie gerumpelt,
                                        ließ seit Februar, wo er zum
                                                  ersten Mal schrieb,
                                        nichts mehr von sich hören.​
Aus Genua ging
                                                  mir vorgestern die Nachricht zu, daß man
                                                  wahrscheinlich nächstens eine
                                                  Arbeiterdelegirten-Conferenz in Venedig abhalten
                                                  werde um neben Andrem auch den formellen Anschluß
                                                  an unsere Association zu beschließen.
Für ein
                                                  Bischen Mitarbeitung am „Vorboten“ rührt sich keiner der alten
                                                  „Brüder“, bleibt mir allein auf dem
                                                  Hals.
Unserm
                                                  Lessner
                                                  schrieb ich seit dem Kongreß gelegenheitlich schon
                                                  zwei & heute zum dritten Mal, ihm verschiedene
                                                  Aufträge 
                |  an dich gebend.
                                        Es scheint, daß der gefallige
                                                  Ueberbringer, Freund
                                                Jung’s, sich
                                                  Briefe Vorbote, Bücher an der franz. Grenze hat
                                                  wegnehmen lassen, was mir sehr, sehr ärgerlich
                                                  ist – besonders auch wegen dem an Jung
                                                  gerichteten Brief.
Engels kam also zur Zeit des Kongresses
                                                  durch Mainz, hatte aber, wie es scheint, den Weg
                                                  nach Genf nicht gefunden.​
Hier geht es mit der Association sehr
                                        gut & wird das Gesellschaftshaus durch den Getränkedebit
                                        ein sehr einträgliches genossenschaftliches Konsumgeschaft.
                                                Mit sehr vieler Mühe
                                                  brachte ich aber bei Abfassung des Vertrags &
                                                  der Statuten kommunistische Grundsatze durch &
                                                  wird nun aller Reinertrag untheilbar nur für
                                                  gemeinschaftliche Zwecke verwendet. Vieleicht
                                                  spreche ich schon in No 11 des Vorboten darüber.
                                        Indessen bin ich beschaftigt Tag & Nacht ohne ein Sou zu
                                        verdienen & sehe mich daher sehnlichst um einen Bruder
                                        um, der mich ablosen konnte, ehe ich darüber krebire.
Dies in Eil’! herzliche Grüsse an deine
                                        Familie
                                                Dein Joh Ph Becker
                                        
                        
                ",Johann Philipp Becker,de,"('neu', 0.9807232022285461)"
